Gene.ID	Gene.Name	AD	BD	AUT	SCH	ASD	Epi	ID	HTN	HD	PD	FTD	MS
6717	SRI	.	.	.	.	.	.	.	.	.	.	.	1
2941	GSTA4	.	.	.	.	.	3	.	.	.	3	.	.
25758	KIAA1549L	.	1	.	.	.	.	.	.	.	.	.	.
50944	SHANK1	.	.	.	1	.	.	1	.	.	.	.	.
22941	SHANK2	.	.	1	.	1	.	1	.	.	.	.	.
2917	GRM7	.	1	1	1	1	.	.	.	.	.	.	.
6513	SLC2A1	2	.	.	2	.	2	.	.	.	.	.	.
87	ACTN1	.	.	.	.	.	.	.	.	.	.	.	1
26058	GIGYF2	.	2	1	1	1	.	.	.	.	1	.	.
6531	SLC6A3	1	2	2	1	2	.	2	.	2	1	.	.
4137	MAPT	1	.	.	1	.	1	.	.	1	1	1	1
202333	CMYA5	.	2	.	1	.	.	.	.	.	.	.	.
5566	PRKACA	1	.	.	.	.	.	.	.	1	.	1	.
6536	SLC6A9	.	.	.	1	.	.	.	2	.	.	.	.
2033	EP300	.	.	.	1	.	.	.	.	.	.	.	.
6093	ROCK1	.	.	.	.	.	.	.	1	2	.	.	.
2893	GRIA4	1	.	.	1	.	.	.	.	.	.	.	.
9223	MAGI1	1	1	.	1	.	.	.	.	.	.	.	.
6249	CLIP1	.	.	.	.	.	.	2	.	.	.	.	.
9699	RIMS2	.	.	.	1	.	.	.	.	.	.	.	.
22866	CNKSR2	.	.	.	1	.	.	2	.	.	.	.	.
57554	LRRC7	.	.	.	.	.	.	.	1	.	.	.	.
1386	ATF2	1	.	.	.	.	.	.	.	1	2	.	.
160622	GRASP	.	.	.	.	.	1	.	.	.	.	.	.
2697	GJA1	.	.	1	.	1	.	.	.	.	.	.	.
2894	GRID1	.	.	.	2	.	.	.	.	.	.	.	.
8678	BECN1	1	.	.	1	.	.	.	.	.	.	.	.
3066	HDAC2	1	.	.	1	.	1	.	.	.	.	.	.
320	APBA1	1	2	.	.	.	.	.	.	.	.	.	.
2911	GRM1	1	2	.	1	.	1	.	.	.	.	.	.
2915	GRM5	1	1	1	1	1	1	1	.	.	1	.	.
57555	NLGN2	.	.	.	1	.	.	.	.	.	.	.	.
2902	GRIN1	1	1	.	1	.	1	1	.	.	.	.	1
7415	VCP	1	.	.	.	.	.	.	.	.	.	1	.
58155	PTBP2	.	.	.	1	.	.	.	.	.	.	.	1
7337	UBE3A	.	.	1	.	1	.	.	.	1	.	.	.
1155	TBCB	.	.	.	1	.	.	.	.	.	.	.	.
23287	AGTPBP1	.	.	.	.	.	1	.	.	.	.	.	.
54039	PCBP3	.	2	.	.	.	.	.	.	.	.	.	.
51286	CEND1	.	.	.	.	.	1	.	.	.	.	.	.
54749	EPDR1	2	.	.	.	.	.	.	.	.	.	.	.
2664	GDI1	.	.	.	2	.	.	2	.	.	.	.	.
5100	PCDH8	.	.	.	2	.	.	.	.	.	.	.	.
3925	STMN1	1	.	.	.	.	2	.	.	.	.	.	2
2023	ENO1	1	1	1	1	1	.	.	.	.	1	.	.
10659	CELF2	1	.	.	.	.	.	.	.	.	.	.	.
5582	PRKCG	.	.	.	1	.	.	.	.	.	.	.	.
23072	HECW1	1	.	.	.	.	.	.	.	.	.	.	.
27429	HTRA2	1	.	.	.	.	.	.	.	.	1	.	.
6285	S100B	1	1	.	1	.	2	.	1	.	1	.	.
4627	MYH9	.	.	.	.	.	.	.	1	.	.	.	.
7178	TPT1	.	.	.	.	.	.	.	1	.	.	.	.
177	AGER	1	.	.	1	.	.	.	1	2	1	.	1
6622	SNCA	1	.	.	1	.	.	.	.	.	1	.	1
5527	PPP2R5C	.	.	2	.	2	.	1	.	.	.	.	.
5728	PTEN	1	.	1	.	1	.	1	1	.	1	.	.
3791	KDR	1	.	1	.	1	.	.	1	.	.	.	.
7422	VEGFA	1	.	1	2	1	.	.	1	3	1	2	2
9479	MAPK8IP1	1	.	.	.	.	.	.	.	.	.	.	.
4952	OCRL	.	.	1	.	1	.	1	.	.	.	.	.
81565	NDEL1	.	.	.	1	.	.	.	.	.	.	.	.
2770	GNAI1	.	.	.	.	.	.	.	.	.	.	2	.
2321	FLT1	.	.	1	.	1	.	.	1	.	.	.	.
7074	TIAM1	.	.	.	.	.	1	.	1	.	.	.	.
2247	FGF2	.	1	.	.	.	.	.	1	.	.	.	2
1948	EFNB2	.	1	.	1	.	.	.	.	.	.	.	.
5160	PDHA1	.	.	.	.	.	.	.	1	.	.	.	.
55770	EXOC2	.	.	.	1	.	.	.	.	.	.	.	.
30820	KCNIP1	.	.	.	.	.	.	.	1	.	.	.	.
23365	ARHGEF12	.	.	.	.	.	1	.	.	.	.	.	.
1020	CDK5	1	.	.	1	.	.	.	.	1	.	.	.
476	ATP1A1	.	.	1	.	1	.	.	1	.	.	.	.
23043	TNIK	.	.	.	1	.	.	.	.	.	.	.	.
55763	EXOC1	1	.	.	.	.	.	.	.	.	.	.	.
55704	CCDC88A	.	.	.	.	.	2	.	.	.	.	.	.
23040	MYT1L	.	.	2	1	2	.	2	.	.	.	.	.
8499	PPFIA2	.	.	.	1	.	.	.	.	.	.	.	.
8536	CAMK1	1	.	.	.	.	1	.	.	.	.	.	.
286	ANK1	2	.	.	.	.	.	.	.	.	.	.	.
6714	SRC	1	.	1	.	1	.	.	.	.	.	.	.
8204	NRIP1	1	.	.	.	.	.	.	.	.	2	.	.
11315	PARK7	.	.	.	.	.	.	.	1	1	1	.	1
5605	MAP2K2	1	.	.	.	.	.	.	.	.	.	.	.
10664	CTCF	.	.	.	2	.	.	2	.	.	.	.	.
9131	AIFM1	1	.	.	.	.	.	.	.	.	.	.	.
5037	PEBP1	1	.	.	1	.	.	.	1	.	.	.	.
5163	PDK1	1	.	.	.	.	.	.	.	.	.	.	.
491	ATP2B2	.	.	2	.	2	.	.	.	.	.	.	.
6709	SPTAN1	.	.	.	1	.	1	1	.	.	.	.	.
1509	CTSD	1	.	1	.	1	1	.	1	.	.	.	1
10048	RANBP9	1	.	.	1	.	.	.	.	.	.	.	.
6857	SYT1	.	.	.	.	.	1	.	.	.	.	1	.
472	ATM	.	.	.	1	.	.	.	.	1	.	.	.
1965	EIF2S1	1	.	.	.	.	1	.	.	.	.	.	.
317	APAF1	.	2	2	2	2	.	.	.	2	.	.	.
5590	PRKCZ	.	1	.	1	.	1	.	.	.	.	.	.
4155	MBP	1	.	.	1	.	.	.	.	.	.	.	1
85358	SHANK3	.	.	1	1	1	.	1	.	.	.	.	.
1968	EIF2S3	.	.	.	.	.	.	2	.	.	.	.	.
5530	PPP3CA	1	.	.	1	.	.	.	.	.	.	1	.
2596	GAP43	.	.	.	1	.	.	.	.	.	.	.	.
5518	PPP2R1A	.	.	.	.	.	.	1	.	.	.	.	.
7248	TSC1	.	.	1	.	1	1	1	.	.	.	.	.
59	ACTA2	.	.	.	.	.	.	.	2	.	.	.	.
5580	PRKCD	.	.	.	.	.	.	.	.	2	1	.	.
7001	PRDX2	1	.	.	1	.	.	.	.	.	1	1	.
5052	PRDX1	1	.	.	1	.	.	.	.	.	.	.	.
2821	GPI	.	.	.	.	.	.	.	.	.	.	2	.
65266	WNK4	.	.	.	.	.	.	.	1	.	.	.	.
23242	COBL	.	.	.	2	.	.	.	.	.	.	.	.
5588	PRKCQ	.	1	.	1	.	.	.	.	.	.	.	.
114784	CSMD2	.	.	.	1	.	.	.	.	.	.	.	.
1795	DOCK3	1	.	.	.	.	.	.	.	.	.	.	.
6137	RPL13	.	.	.	1	.	.	.	.	.	.	.	.
610	HCN2	.	.	.	.	.	1	.	.	.	.	.	.
22999	RIMS1	.	.	.	1	.	.	.	.	.	.	.	.
23114	NFASC	.	.	.	.	.	2	.	.	.	.	.	2
10021	HCN4	.	.	.	.	.	2	.	.	.	.	.	.
2550	GABBR1	1	.	1	1	1	1	.	.	.	.	.	.
2571	GAD1	1	1	2	1	2	2	.	.	.	2	.	2
25924	MYRIP	1	.	.	.	.	.	.	.	.	.	.	.
287	ANK2	.	.	.	1	.	.	.	.	.	.	.	.
2556	GABRA3	.	.	1	1	1	.	.	.	.	.	.	.
462	SERPINC1	.	.	.	.	.	.	.	2	.	.	.	.
8454	CUL1	.	.	.	.	.	.	.	1	.	.	.	.
5692	PSMB4	.	.	.	.	.	.	.	.	.	1	.	.
5591	PRKDC	.	.	.	.	.	.	.	1	.	.	.	.
2242	FES	.	.	.	1	.	.	.	1	.	.	.	.
1445	CSK	.	.	.	.	.	.	.	1	.	.	.	.
5870	RAB6A	1	.	.	.	.	.	.	.	.	.	.	.
253260	RICTOR	.	.	.	.	.	.	.	1	.	.	.	.
5599	MAPK8	1	.	.	.	.	.	.	1	1	.	.	.
27347	STK39	.	.	2	.	2	.	.	1	.	2	.	.
10963	STIP1	.	.	.	.	.	.	.	.	.	.	1	.
10135	NAMPT	.	.	.	.	.	.	.	1	2	.	.	.
5908	RAP1B	.	2	.	.	.	.	.	.	.	.	.	.
9378	NRXN1	.	.	1	1	1	1	1	.	.	.	.	.
9475	ROCK2	.	.	.	.	.	.	.	1	.	.	.	.
6597	SMARCA4	.	.	.	.	.	.	1	1	.	.	.	.
3181	HNRNPA2B1	1	.	.	1	.	.	.	.	.	.	1	.
3636	INPPL1	.	.	.	.	.	.	.	1	.	.	.	.
54822	TRPM7	1	.	.	.	.	.	.	1	.	.	.	.
140803	TRPM6	.	.	.	.	.	.	.	1	.	.	.	.
11140	CDC37	.	.	.	.	.	.	.	.	.	.	.	1
64219	PJA1	.	.	.	1	.	.	1	.	.	.	.	.
23077	MYCBP2	.	.	.	.	.	.	.	1	.	.	.	.
350	APOH	.	.	.	.	.	.	.	1	.	.	.	.
575	ADGRB1	.	1	.	1	.	.	.	.	.	.	.	.
3476	IGBP1	.	.	.	.	.	.	1	.	.	.	.	.
6845	VAMP7	.	2	.	.	.	.	.	.	.	.	.	.
8851	CDK5R1	1	.	.	1	.	.	2	2	1	1	.	.
5864	RAB3A	.	.	1	.	1	.	1	.	.	.	.	1
6812	STXBP1	1	.	.	1	.	1	1	.	.	.	1	.
6280	S100A9	1	.	.	.	.	.	.	.	.	.	.	.
2931	GSK3A	1	.	.	.	.	.	.	.	.	.	.	.
2	A2M	1	.	.	.	.	.	.	.	.	.	.	1
2271	FH	.	.	.	.	.	.	.	1	.	.	.	.
3956	LGALS1	.	.	.	.	.	.	.	1	.	.	.	.
5595	MAPK3	1	.	.	1	.	.	.	1	1	.	.	.
5213	PFKM	.	.	.	1	.	.	.	.	.	.	.	.
3697	ITIH1	.	1	2	2	2	.	.	.	.	.	.	.
3337	DNAJB1	.	1	.	1	.	.	2	1	.	.	.	.
7323	UBE2D3	.	.	.	.	.	.	.	.	1	.	.	1
1654	DDX3X	.	.	.	.	.	.	2	.	.	.	.	.
5587	PRKD1	.	.	.	1	.	.	.	.	.	.	.	.
1000	CDH2	2	2	.	.	.	.	.	.	.	.	.	.
3815	KIT	.	2	.	.	.	.	.	.	.	.	.	.
6786	STIM1	.	.	.	.	.	2	.	.	.	.	.	.
6493	SIM2	.	.	.	.	.	.	2	.	.	.	.	.
23321	TRIM2	.	.	.	.	.	.	.	.	.	.	.	1
9456	HOMER1	1	.	1	1	1	.	1	.	.	1	.	.
4643	MYO1E	.	1	.	1	.	.	.	.	.	.	.	.
3778	KCNMA1	.	.	.	.	.	1	.	2	.	.	.	.
57030	SLC17A7	2	2	.	1	.	.	.	.	.	.	.	.
219771	CCNY	.	.	.	.	.	.	.	.	.	2	.	.
55740	ENAH	.	.	.	2	.	.	.	.	.	.	.	.
775	CACNA1C	1	1	1	1	1	.	.	1	.	2	.	.
116986	AGAP2	.	.	.	.	.	.	.	.	.	.	.	1
9826	ARHGEF11	.	.	.	1	.	1	.	.	.	.	.	.
51422	PRKAG2	.	1	.	.	.	.	.	.	.	.	.	.
5562	PRKAA1	.	.	1	.	1	.	.	.	.	1	.	.
121441	NEDD1	.	.	1	.	1	.	.	.	.	.	.	.
6009	RHEB	.	1	.	.	.	.	.	.	2	.	.	.
9353	SLIT2	2	.	.	.	.	3	.	.	.	.	.	.
10395	DLC1	.	1	.	.	.	.	.	.	.	.	.	.
7159	TP53BP2	1	.	.	.	.	.	.	.	.	.	.	.
599	BCL2L2	1	.	.	.	.	.	.	.	.	.	.	.
3240	HP	1	.	.	.	.	1	.	1	1	1	.	.
5581	PRKCE	1	.	.	.	.	.	.	.	.	.	.	.
1540	CYLD	.	.	.	.	.	.	.	.	.	1	.	.
6500	SKP1	.	.	.	.	.	.	.	.	.	1	.	.
388	RHOB	.	.	.	.	.	1	.	1	.	.	.	.
26227	PHGDH	.	.	.	1	.	.	.	.	.	.	1	.
1282	COL4A1	.	.	.	.	.	2	.	.	.	.	.	.
7052	TGM2	1	.	.	1	.	.	.	1	1	1	.	.
1267	CNP	1	1	.	1	.	.	.	.	.	.	.	1
2288	FKBP4	1	.	.	.	.	.	.	1	.	2	.	.
5610	EIF2AK2	1	.	.	.	.	.	.	.	.	.	.	.
81488	POLR2M	.	.	.	.	.	.	.	2	.	.	.	.
7410	VAV2	.	.	.	.	.	2	.	.	.	.	.	1
6733	SRPK2	.	.	.	1	.	.	.	.	.	.	.	.
4976	OPA1	.	.	.	1	.	.	.	2	.	.	.	2
382	ARF6	.	.	.	.	.	1	.	.	.	.	.	.
5569	PKIA	.	.	.	.	.	.	.	.	.	.	.	2
1131	CHRM3	1	.	.	.	.	2	2	1	.	.	.	.
57502	NLGN4X	.	.	1	1	1	.	1	.	.	.	.	.
3843	IPO5	.	.	.	2	.	.	.	.	.	.	.	.
5901	RAN	1	.	.	.	.	.	.	.	.	.	1	.
8482	SEMA7A	.	.	.	.	.	.	.	.	.	.	.	2
7054	TH	.	2	.	1	.	.	.	1	.	1	.	.
171024	SYNPO2	.	.	.	.	.	.	1	.	.	.	.	.
6772	STAT1	1	.	.	.	.	.	.	1	.	.	.	1
4082	MARCKS	.	.	.	1	.	.	.	.	.	.	.	.
10243	GPHN	1	.	1	1	1	1	.	.	.	.	.	.
2870	GRK6	.	.	.	1	.	.	.	.	.	.	.	.
4846	NOS3	1	1	.	1	.	.	.	1	.	.	1	1
5019	OXCT1	.	.	.	1	.	.	.	.	.	.	.	.
54536	EXOC6	.	.	.	.	.	.	.	.	.	.	.	1
2193	FARSA	.	.	.	1	.	.	.	.	.	.	.	.
310	ANXA7	.	.	.	1	.	1	.	.	.	.	.	.
23345	SYNE1	.	2	1	1	1	.	2	.	.	.	.	.
11335	CBX3	.	.	.	.	.	.	.	.	.	.	2	.
4512	COX1	.	.	.	.	.	.	2	.	.	.	.	.
8924	HERC2	.	.	2	.	2	.	2	.	.	.	.	.
8888	MCM3AP	.	.	.	.	.	.	2	.	.	.	.	.
56924	PAK6	.	.	.	1	.	.	.	.	.	.	.	.
9743	ARHGAP32	.	.	.	1	.	.	.	.	.	.	.	.
8976	WASL	.	.	.	.	.	1	.	.	.	.	.	.
25930	PTPN23	.	.	.	.	.	.	.	.	2	.	.	.
5604	MAP2K1	1	.	.	.	.	.	.	.	.	.	.	.
4294	MAP3K10	.	.	.	.	.	.	.	.	.	2	.	.
136319	MTPN	.	2	2	2	2	.	.	.	.	.	.	.
5602	MAPK10	1	.	.	.	.	.	.	.	1	.	.	.
4208	MEF2C	1	.	1	1	1	1	1	.	.	1	.	.
23236	PLCB1	.	.	.	2	.	2	.	.	.	.	.	.
23229	ARHGEF9	.	.	.	.	.	1	2	.	.	.	.	.
2125	EVPL	.	.	.	.	.	.	.	.	.	.	3	.
3913	LAMB2	.	.	.	.	.	.	2	.	.	.	.	.
5339	PLEC	.	.	.	1	.	.	.	.	.	.	.	.
57514	ARHGAP31	.	.	.	2	.	.	.	.	.	.	.	.
4509	ATP8	.	.	.	.	.	1	.	.	.	.	.	2
4513	COX2	.	.	.	1	.	2	.	.	.	.	.	.
11346	SYNPO	.	.	.	1	.	.	2	1	.	.	.	.
10105	PPIF	.	2	1	1	1	.	.	.	.	.	.	1
773	CACNA1A	.	.	.	.	.	1	1	.	.	.	.	.
23504	RIMBP2	1	.	.	.	.	.	.	.	.	.	.	.
10549	PRDX4	.	.	.	.	.	.	.	.	.	.	1	.
9126	SMC3	.	.	.	.	.	.	1	.	.	.	.	.
10452	TOMM40	1	.	.	.	.	.	.	.	.	1	2	.
27445	PCLO	.	2	.	1	.	.	.	.	.	.	.	.
129807	NEU4	.	.	.	.	.	.	.	.	.	.	.	2
1002	CDH4	.	2	.	.	.	.	.	.	.	.	.	.
1128	CHRM1	1	.	.	1	.	.	.	.	2	.	.	.
23203	PMPCA	.	.	.	.	.	.	2	.	.	.	.	.
1786	DNMT1	1	1	.	1	.	.	.	.	.	.	2	.
10125	RASGRP1	.	1	.	.	.	.	.	.	.	.	.	.
23191	CYFIP1	.	.	1	1	1	.	.	.	.	.	.	.
2332	FMR1	.	1	1	1	1	.	1	1	.	1	.	.
26999	CYFIP2	.	1	.	.	.	.	.	.	.	.	.	.
3054	HCFC1	1	.	.	1	.	.	2	.	.	.	.	.
3912	LAMB1	.	.	.	.	.	1	.	.	.	.	.	.
375790	AGRN	2	.	.	.	.	.	.	.	.	.	.	.
3339	HSPG2	1	.	.	.	.	.	.	.	.	.	.	.
5730	PTGDS	1	1	.	1	.	.	.	.	.	.	.	.
7450	VWF	.	2	.	2	.	.	.	1	.	.	.	.
347733	TUBB2B	.	.	.	1	.	.	1	.	.	.	.	.
7102	TSPAN7	.	.	.	.	.	.	1	.	.	.	.	.
10728	PTGES3	1	.	.	.	.	.	.	.	.	.	.	.
54954	FAM120C	.	2	2	2	2	.	2	.	.	.	.	.
3417	IDH1	.	.	.	.	.	2	.	.	.	.	.	.
1641	DCX	.	.	.	2	.	2	1	.	.	.	.	.
23208	SYT11	.	.	.	1	.	2	.	.	.	1	.	.
1808	DPYSL2	1	1	.	1	.	1	.	.	1	.	.	.
5354	PLP1	.	.	.	1	.	.	.	.	.	.	.	1
7170	TPM3	.	.	.	1	.	.	.	.	.	.	.	.
3329	HSPD1	.	.	.	1	.	.	.	.	.	.	.	.
4691	NCL	.	.	.	.	.	.	.	.	.	2	.	2
4000	LMNA	1	.	.	.	.	.	.	.	.	.	.	.
120892	LRRK2	1	1	.	1	.	.	.	.	.	1	1	.
12	SERPINA3	2	.	.	2	.	.	.	.	.	1	.	.
128	ADH5	.	.	2	1	2	.	.	.	.	.	.	.
156	GRK2	1	.	.	1	.	.	.	.	.	.	.	1
158	ADSL	.	.	2	.	2	.	.	.	.	.	.	.
162	AP1B1	.	.	.	.	.	.	.	.	.	.	2	.
230	ALDOC	2	.	.	1	.	.	.	.	.	.	.	.
2730	GCLM	.	.	.	1	.	.	.	.	.	.	.	.
2969	GTF2I	.	.	2	.	2	.	1	.	.	.	.	.
3176	HNMT	2	.	.	.	.	.	.	.	.	2	.	.
1610	DAO	.	2	2	1	2	.	.	.	.	.	.	.
1620	BRINP1	.	2	.	2	.	.	.	.	.	2	.	2
2263	FGFR2	.	1	.	1	.	.	2	.	.	.	.	.
2746	GLUD1	.	.	.	1	.	2	.	.	.	.	1	.
2776	GNAQ	2	.	.	.	.	.	.	.	.	.	.	.
2879	GPX4	.	.	.	.	.	.	.	2	.	.	.	.
2898	GRIK2	.	2	2	1	2	.	2	.	2	.	.	2
2935	GSPT1	.	.	.	1	.	.	.	.	.	.	.	.
4001	LMNB1	.	.	.	.	.	.	.	.	.	1	.	.
427	ASAH1	.	.	.	2	.	2	.	.	.	.	.	.
4363	ABCC1	.	.	.	.	.	2	.	.	.	.	.	.
5027	P2RX7	2	2	.	1	.	.	.	.	.	.	.	.
5108	PCM1	.	.	.	1	.	1	.	.	.	.	.	.
53826	FXYD6	.	.	.	2	.	.	.	.	.	.	.	.
55624	POMGNT1	.	.	.	.	.	.	2	.	.	.	.	.
5578	PRKCA	.	.	.	1	.	.	.	1	1	.	.	1
5609	MAP2K7	.	.	.	1	.	.	.	.	.	.	.	.
5629	PROX1	2	.	.	.	.	.	.	.	.	.	.	.
64754	SMYD3	.	.	.	1	.	.	.	.	.	.	.	.
6776	STAT5A	.	.	.	.	.	.	.	1	.	.	.	1
7247	TSN	.	.	.	1	.	.	.	.	.	.	.	.
10055	SAE1	.	.	.	.	.	.	.	.	.	.	.	1
10383	TUBB4B	.	.	.	.	.	.	.	.	.	.	1	.
10636	RGS14	.	.	.	.	.	.	.	.	.	.	.	2
25793	FBXO7	.	.	.	.	.	.	.	.	.	1	.	.
25932	CLIC4	.	.	.	.	.	.	.	2	.	.	.	.
26470	SEZ6L2	.	.	2	.	2	.	.	.	.	.	.	.
26575	RGS17	.	.	.	.	.	.	.	1	.	.	.	.
29968	PSAT1	.	.	.	3	.	.	.	.	.	.	3	.
3981	LIG4	.	1	1	1	1	.	.	.	.	.	.	.
4706	NDUFAB1	.	1	2	1	2	.	.	.	.	.	.	.
54413	NLGN3	.	1	1	.	1	.	1	.	.	.	.	.
55737	VPS35	.	.	.	.	.	.	.	.	.	1	.	.
81839	VANGL1	.	2	.	1	.	.	.	.	.	.	.	.
84867	PTPN5	1	.	.	1	.	.	.	.	.	.	.	.
85458	DIXDC1	.	.	.	1	.	.	.	.	.	.	.	.
11151	CORO1A	.	.	.	.	.	.	.	.	.	.	.	1
847	CAT	.	.	.	.	.	.	.	1	.	.	.	1
37	ACADVL	.	.	.	.	.	.	.	1	.	.	.	.
103	ADAR	.	.	.	.	.	1	.	.	.	.	.	.
722	C4BPA	2	.	.	.	.	.	.	.	.	.	.	.
712	C1QA	.	.	.	1	.	.	.	.	.	1	.	.
10891	PPARGC1A	1	.	.	1	.	.	.	1	1	1	.	1
2778	GNAS	1	.	.	1	.	.	.	1	.	.	.	.
3304	HSPA1B	.	.	.	1	.	.	.	1	.	.	.	1
3313	HSPA9	1	.	.	1	.	.	.	.	.	2	.	.
338	APOB	2	1	.	.	.	.	.	2	.	.	.	.
4535	ND1	1	.	.	1	.	2	.	1	.	2	.	1
5565	PRKAB2	.	.	.	1	.	.	.	.	.	.	.	.
6128	RPL6	.	.	.	.	.	.	.	1	.	.	.	.
6648	SOD2	1	.	.	2	.	2	.	2	.	.	.	2
7018	TF	1	.	2	1	2	.	.	2	.	1	.	.
7430	EZR	.	.	.	.	.	.	1	.	.	.	1	.
9961	MVP	.	.	.	.	.	1	.	.	.	.	.	.
10295	BCKDK	.	.	.	.	.	.	.	.	.	1	.	.
10960	LMAN2	.	.	.	.	.	.	.	.	.	.	.	2
10972	TMED10	2	.	.	.	.	.	.	.	.	.	.	.
2040	STOM	.	1	.	1	.	.	.	.	.	.	.	.
2157	F8	.	.	.	.	.	.	2	1	.	.	.	.
27165	GLS2	2	.	.	.	.	.	.	.	.	.	.	.
57568	SIPA1L2	.	.	.	.	.	.	.	.	.	1	.	.
51284	TLR7	.	.	.	.	.	.	.	.	.	.	.	2
7295	TXN	1	.	.	1	.	.	.	.	.	.	.	.
5579	PRKCB	.	.	1	.	1	.	.	.	.	.	.	.
1630	DCC	.	.	.	1	.	.	.	.	.	.	.	.
5192	PEX10	.	.	.	1	.	2	.	.	.	.	.	.
27130	INVS	.	.	.	.	.	.	.	2	.	.	.	.
388135	INSYN1	.	2	.	.	.	.	.	.	.	.	.	.
23293	SMG6	.	.	.	1	.	.	.	.	.	.	.	.
257194	NEGR1	.	.	.	.	.	.	.	.	.	.	2	.
4045	LSAMP	.	.	.	1	.	.	.	.	.	.	.	.
50863	NTM	.	1	.	1	.	.	.	.	.	.	.	.
57019	CIAPIN1	2	.	.	.	.	.	.	.	.	2	.	.
6844	VAMP2	.	.	.	1	.	1	.	.	.	.	.	.
1778	DYNC1H1	1	.	1	.	1	.	1	.	.	.	.	.
1465	CSRP1	.	.	.	.	.	.	.	.	.	.	2	.
3014	H2AX	.	.	.	.	.	.	.	.	1	.	.	.
9647	PPM1F	.	.	.	.	.	.	.	.	.	.	.	2
5532	PPP3CB	.	.	.	1	.	.	.	.	.	.	.	.
5534	PPP3R1	1	.	.	1	.	.	.	.	.	.	.	.
205	AK4	.	.	.	.	.	.	.	.	.	2	.	.
301	ANXA1	.	1	.	1	.	.	.	.	.	.	.	1
221184	CPNE2	.	2	.	1	.	.	.	.	.	.	.	.
2244	FGB	1	.	.	.	.	.	.	1	.	1	.	.
23646	PLD3	1	.	.	.	.	.	.	.	.	.	.	.
10381	TUBB3	.	.	.	1	.	.	.	.	.	1	.	.
1428	CRYM	.	.	.	2	.	.	.	.	.	.	.	.
55349	CHDH	.	.	.	.	.	.	.	3	.	.	.	.
1455	CSNK1G2	.	.	.	.	.	.	2	.	.	.	.	.
118	ADD1	.	.	.	.	.	.	.	1	.	.	.	.
23317	DNAJC13	.	.	.	.	.	.	.	.	.	1	.	.
11253	MAN1B1	.	.	.	.	.	.	2	.	.	.	.	.
2745	GLRX	1	.	.	.	.	.	.	.	.	.	.	.
11033	ADAP1	1	.	.	.	.	.	.	.	.	.	.	.
1152	CKB	2	.	.	2	.	.	.	.	2	.	.	2
3611	ILK	.	.	.	.	.	.	.	1	.	.	.	.
3628	INPP1	.	2	.	.	.	.	.	.	.	.	.	.
64837	KLC2	.	.	.	.	.	.	1	.	.	.	.	.
2823	GPM6A	.	2	.	2	.	2	.	.	.	.	.	.
4726	NDUFS6	.	.	.	1	.	.	.	.	.	.	.	.
4232	MEST	.	.	2	.	2	.	.	.	.	.	.	.
5297	PI4KA	.	.	.	2	.	.	.	.	.	.	.	.
4650	MYO9B	.	.	.	2	.	.	.	.	.	.	.	2
22980	TCF25	.	.	.	.	.	.	.	.	.	1	.	.
51617	NSG2	2	.	.	.	.	.	.	.	.	.	.	.
522	ATP5PF	.	.	.	.	.	.	.	2	.	.	.	.
129285	PPP1R21	.	2	2	1	2	.	.	.	.	.	.	.
116987	AGAP1	.	.	1	2	1	.	.	.	.	.	.	.
523	ATP6V1A	.	.	.	1	.	.	.	.	.	.	.	.
1974	EIF4A2	.	.	.	2	.	.	.	.	.	.	1	.
221037	JMJD1C	.	.	2	.	2	.	.	.	.	.	.	.
23046	KIF21B	.	2	2	1	2	.	.	.	.	.	.	2
6642	SNX1	1	.	.	.	.	.	.	2	.	.	.	.
1501	CTNND2	1	1	.	1	.	.	2	.	.	.	.	.
5630	PRPH	.	.	.	.	.	.	.	.	.	.	2	.
2768	GNA12	.	.	.	.	.	.	.	1	.	.	.	.
814	CAMK4	1	.	1	.	1	.	1	.	.	.	.	.
989	SEPTIN7	.	.	.	1	.	.	.	.	.	.	.	.
29110	TBK1	.	.	.	.	.	.	.	.	.	.	1	.
1977	EIF4E	.	.	2	.	2	.	.	.	.	.	.	.
51100	SH3GLB1	1	.	.	.	.	.	.	.	.	.	.	.
8301	PICALM	1	.	.	.	.	.	.	.	.	2	.	.
8291	DYSF	.	.	.	1	.	.	.	2	.	.	.	.
178	AGL	.	.	.	.	.	2	2	.	.	.	.	.
23111	SPART	.	.	.	.	.	.	2	.	.	.	.	.
23348	DOCK9	.	1	.	.	.	2	.	.	.	.	.	.
10933	MORF4L1	.	1	.	.	.	.	.	.	.	.	.	.
5962	RDX	.	.	.	.	.	1	.	.	.	.	.	.
5837	PYGM	.	.	.	.	.	.	.	2	.	.	.	.
23122	CLASP2	.	.	.	.	.	.	2	.	.	.	.	.
22854	NTNG1	.	.	.	1	.	.	.	.	.	.	.	.
57689	LRRC4C	.	2	.	1	.	.	.	.	.	.	.	.
8522	GAS7	1	.	.	.	.	.	.	.	.	.	.	.
51735	RAPGEF6	.	.	.	1	.	.	.	.	.	.	.	.
10979	FERMT2	1	.	.	.	.	.	.	.	.	.	.	.
1181	CLCN2	.	.	.	.	.	2	.	.	.	.	.	.
5327	PLAT	2	.	.	2	.	.	.	2	.	.	.	2
58517	RBM25	2	.	.	.	.	.	.	.	.	.	1	.
23451	SF3B1	.	.	.	1	.	.	.	.	.	.	.	.
